AELEC,FELECCION,EDOCVE,EDONOM,MPIOCVE,MPIONOM,SECCION,TIPOSEC,DEF,DEL,SEXO,EDAD,LN,SV,NV,NS
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,18,58,50,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,19,66,46,20,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,20,61,45,16,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,21,56,36,20,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,22,57,34,23,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,23,60,41,19,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,24,55,34,21,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,25,54,28,26,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,26,55,31,24,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,27,55,31,24,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,28,51,28,23,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,29,50,28,22,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,30,60,37,23,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,31,42,26,16,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,32,47,32,15,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,33,41,24,17,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,34,37,27,10,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,35,34,23,11,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,36,33,18,15,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,37,36,19,17,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,38,42,24,18,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,39,25,17,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,40,38,27,11,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,41,38,23,15,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,42,30,16,14,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,43,56,34,22,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,44,47,35,12,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,45,48,38,10,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,46,43,33,10,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,47,44,36,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,48,43,31,12,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,49,38,26,12,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,50,47,35,12,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,51,55,35,20,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,52,40,33,7,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,53,55,44,11,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,54,45,36,9,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,55,52,44,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,56,42,34,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,57,44,33,11,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,58,57,51,6,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,59,55,46,9,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,60,49,40,9,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,61,40,30,10,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,62,41,34,7,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,63,34,26,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,64,34,27,7,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,65,27,24,3,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,66,29,25,4,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,67,22,15,7,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,68,23,15,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,69,19,12,7,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,70,14,13,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,71,12,9,3,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,72,13,8,5,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,73,15,10,5,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,74,16,15,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,75,8,7,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,76,5,4,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,77,4,4,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,78,4,4,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,79,8,8,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,80,5,5,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,81,5,3,2,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,82,2,1,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,83,2,0,2,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,84,4,3,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,86,2,2,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,87,3,1,2,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,88,1,1,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,89,2,1,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,93,1,1,0,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,94,1,0,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,0,100,1,0,1,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,18,62,54,8,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,19,54,40,14,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,20,66,45,21,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,21,58,41,17,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,22,74,46,28,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,23,60,37,23,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,24,61,37,24,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,25,54,40,14,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,26,64,43,21,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,27,72,40,32,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,28,69,47,22,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,29,55,30,25,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,30,54,34,20,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,31,57,37,20,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,32,56,44,12,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,33,59,37,22,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,34,36,21,15,0
2018,1/7/2018,6,COLIMA,1,Colima,1,U,1,6,1,35,49,31,18,0
