AELEC,FELECCION,EDOCVE,EDONOM,MPIOCVE,MPIONOM,SECCION,TIPOSEC,DEF,DEL,SEXO,EDAD,LN,SV,NV,NS
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,18,41,30,11,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,19,55,41,14,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,20,48,36,12,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,21,57,39,18,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,22,47,26,21,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,23,41,23,18,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,24,37,18,19,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,25,32,15,17,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,26,31,17,14,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,27,32,17,15,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,28,28,16,12,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,29,41,19,22,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,30,20,9,11,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,31,33,24,9,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,32,22,7,15,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,33,20,16,4,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,34,37,22,15,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,35,28,20,8,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,36,23,17,6,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,37,28,17,11,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,38,32,25,7,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,39,39,24,15,0
2009,5/7/2009,6,COLIMA,1,Colima,1,U,1,6,0,40,25,17,8,0
