AELEC,FELECCION,EDOCVE,EDONOM,MPIOCVE,MPIONOM,SECCION,TIPOSEC,DEF,DEL,SEXO,EDAD,LN,SV,NV,NS
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,18,3,3,0,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,19,6,6,0,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,20,8,6,2,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,21,5,3,2,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,22,4,1,3,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,23,4,3,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,24,7,3,4,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,25,13,6,7,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,26,9,8,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,27,5,3,2,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,28,10,6,4,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,29,11,7,4,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,30,3,1,2,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,31,2,1,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,32,3,0,3,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,33,4,2,2,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,34,2,1,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,35,4,3,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,36,3,2,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,37,7,4,3,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,38,4,3,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,39,6,3,3,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,40,4,3,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,41,1,1,0,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,43,5,1,4,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,44,2,2,0,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,45,3,2,1,0
2012,1/7/2012,4,CAMPECHE,1,Campeche,1,U,1,7,0,46,2,2,0,0
